Region,Year,REG_ID,    Labour Force with Elementary Education (ISCED 0-2),    Labour Force with Secondary education (ISCED 3-4),    Labour Force with Tertiary education (ISCED 5-8),    Labour Force with Unknown Educational Level,    R&D Employment in Full-Time Equivalent by the Business Sector,    R&D Employment in Full-Time Equivalent by the Government Sector,    R&D Employment in Full-Time Equivalent by the Higher Education Sector,    R&D Employment in Full-Time Equivalent by the Private and Non-Profit Sector,"    R&D Expenditures Performed by the Business Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Business Sector (millions of current national currency),"    R&D Expenditures Performed by the Government Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Government Sector (millions of current national currency),"    R&D Expenditures Performed by the Higher Education Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Higher Education Sector (millions of current national currency),"    R&D Expenditures Performed by the Private and Non-Profit Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Private and Non-Profit Sector (millions of current national currency),    R&D Female Employed by the Business Sector Rate (in % of Female employment),    R&D Female Employed by the Government Sector Rate (in % of Female employment),    R&D Female Employed by the Higher Education Sector Rate (in % of Female employment),    R&D Female Employed by the Private and Non-Profit Sector Rate (in % of Female employment),    R&D Female Personnel Employed by the Business Sector,    R&D Female Personnel Employed by the Government Sector,    R&D Female Personnel Employed by the Higher Education Sector,    R&D Female Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Business Sector,    R&D Personnel Employed by the Business Sector Rate (in % of total employment),    R&D Personnel Employed by the Government Sector,    R&D Personnel Employed by the Government Sector Rate (in % of total employment),    R&D Personnel Employed by the Higher Education Sector,    R&D Personnel Employed by the Higher Education Sector Rate (in % of total employment),    R&D Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Private and Non-Profit Sector Rate (in % of total employment),    Share of R&D Expenditures Performed by the Business Sector (in % of GDP),    Share of R&D Expenditures Performed by the Government Sector (in % of GDP),    Share of R&D Expenditures Performed by the Higher Education Sector (in % of GDP),    Share of R&D Expenditures Performed by the Private and Non-Profit Sector (in % of GDP),"    Share of R&D Female Employed by the Government Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Higher Education Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Private and Non-Profit Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Personnel Employed by the Business Sector (in % of total R&D personnel, same sector)",    Student Enrolment at Elementary Level (ISCED 0-2),    Student Enrolment at Elementary Level Rate (in % of population),    Student Enrolment at Secondary Level (ISCED 3-4),    Student Enrolment at Secondary Level Rate (in % of population),    Student Enrolment at Tertiary Level (ISCED 5-6),    Student Enrolment at Tertiary Level Rate (in % of population),Employment in high-technology manufacturing,Employment in knowledge-intensive services,"Employment rate for 25 to 64 year-olds, below upper secondary education","Employment rate for 25 to 64 year-olds, with tertiary education","Employment rate for 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Labour Force Total,"PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","PCT co-patent applications, all count (total count; by inventor and priority year)",PCT patent applications in ICT - count,PCT patent applications in biotech - count,PCT patent applications in medical - count,PCT patent applications in nanotech - count,PCT patent applications in pharmaceuticals - count,PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level,R&D Female Personnel Rate (in % of Female employment),R&D Total Employment in Full-Time Equivalent,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",R&D Total Expenditure (millions of current national currency),R&D Total Female Personnel,R&D Total Personnel,R&D Total Personnel Rate (in % of total employment),Share of Labour Force with Elementary Education (in % of labour force),Share of Labour Force with Secondary Education (in % of labour force),Share of Labour Force with Tertiary Education (in % of labour force),Share of R&D Female in R&D Total Personnel,Share of R&D Total Expenditure (in % of GDP),Share of employment in high-technology manufacturing (in % of total employment),Share of employment in knowledge-intensive services (as a share of total employment),Share of population 25 to 64 year-olds with tertiary education ,"Share of population 25 to 64 year-olds, below upper secondary education","Share of population 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Student Enrolment Total,"Total employment, all activities"
Japan,2002,JPN,,,,,,,,,95850.6,11576800.0,12280.3,1483210.0,17691.0,2158800.0,2754.3,332664.0,0.26,0.07,0.32,0.02,67615.0,18179.0,81895.0,4992.0,609694.0,0.96,70342.0,0.11,331499.0,0.52,21291.0,0.03,2.24,0.29,0.42,0.06,25.84,24.7,23.45,11.09,12924200.0,10.1,4060870.0,3.2,3736190.0,2.9,,,,,,,14641.1,,6314.35,1256.8,729.357,252.483,1268.62,114.9,0.67,,128759.0,15551500.0,172681.0,1032830.0,1.63,,,,16.72,3.01,,,,,,20968500.0,
Japan,2003,JPN,,,,,,,,,98958.5,11758900.0,12287.9,1460140.0,17844.8,2142360.0,2709.55,321968.0,0.29,0.07,0.33,0.02,74152.0,19045.0,85073.0,4946.0,653380.0,1.03,72367.0,0.11,335983.0,0.53,19369.0,0.03,2.28,0.28,0.41,0.06,26.32,25.32,25.54,11.35,12790600.0,10.0,3939320.0,3.1,3763070.0,2.9,,,,,,,17686.9,,7765.45,1298.01,919.839,328.638,1336.24,138.6,0.71,,131985.0,15683400.0,183216.0,1081100.0,1.71,,,,16.95,3.04,,,,,,20730400.0,
Japan,2004,JPN,,,,,,,,,100982.0,11867300.0,12743.0,1497550.0,17847.7,2119130.0,2542.53,298796.0,0.29,0.07,0.35,0.02,75089.0,19231.0,90544.0,4830.0,659343.0,1.04,72388.0,0.11,345274.0,0.55,19073.0,0.03,2.27,0.29,0.41,0.06,26.57,26.22,25.32,11.39,12674300.0,9.9,3847220.0,3.0,3764460.0,2.9,,,,,,,21764.5,,9714.05,1430.27,1204.92,359.966,1433.17,170.5,0.73,,134299.0,15782700.0,189694.0,1096080.0,1.73,,,,17.31,3.02,,,,,,20509800.0,
Japan,2005,JPN,,,,,609808.0,62975.0,209734.0,14338.0,109595.0,12745800.0,11884.8,1382200.0,19019.4,2234820.0,2663.59,309775.0,0.3,0.07,0.35,0.02,79133.0,19633.0,92692.0,4805.0,683705.0,1.08,72499.0,0.11,349034.0,0.55,17442.0,0.03,2.43,0.26,0.43,0.06,27.08,26.56,27.55,11.57,12621500.0,9.9,3732160.0,2.9,3804550.0,3.0,,,,,,,22921.4,,9854.12,1396.8,1238.92,364.475,1418.68,179.4,0.74,896855.0,143359.0,16672600.0,196263.0,1122680.0,1.77,,,,17.48,3.17,,,,,,20364100.0,
Japan,2006,JPN,,,,,619184.0,63196.0,214006.0,13989.0,115616.0,13327400.0,12409.2,1430440.0,18827.7,2192740.0,2801.0,322878.0,0.31,0.08,0.36,0.02,81682.0,20311.0,96855.0,4859.0,703610.0,1.1,72329.0,0.11,355687.0,0.56,17210.0,0.03,2.43,0.26,0.41,0.06,28.08,27.23,28.23,11.61,12579200.0,9.8,3620280.0,2.8,3753450.0,2.9,,,,,,,23790.1,,10333.9,1184.46,1259.35,370.396,1215.78,186.2,0.77,910375.0,149849.0,17273500.0,203707.0,1148840.0,1.8,,,,17.73,3.15,,,,,,20143300.0,
Japan,2007,JPN,,,,,620004.0,63162.0,215269.0,13767.0,120862.0,13830400.0,12054.1,1379370.0,19341.5,2236150.0,2711.51,310282.0,0.32,0.08,0.38,0.02,85183.0,20192.0,100219.0,4868.0,710497.0,1.1,71672.0,0.11,358249.0,0.56,17152.0,0.03,2.5,0.25,0.42,0.06,28.17,27.97,28.38,11.99,12520300.0,9.8,3532690.0,2.8,3664720.0,2.9,,,,,,,27720.6,,12726.5,1178.9,1284.72,518.692,1165.11,217.0,0.79,912202.0,155169.0,17756200.0,210462.0,1157570.0,1.8,,,,18.18,3.21,,,,,,19900900.0,
Japan,2008,JPN,,,,,625264.0,61901.0,181946.0,13628.0,120330.0,13634500.0,12773.6,1447360.0,17663.8,2022150.0,2411.36,273229.0,0.31,0.07,0.39,0.02,82059.0,19769.0,105035.0,5097.0,707692.0,1.1,70653.0,0.11,364244.0,0.57,17133.0,0.03,2.58,0.27,0.4,0.05,27.98,28.84,29.75,11.6,12459100.0,9.8,3495900.0,2.7,3613580.0,2.8,,,,,,,27608.5,,13050.0,1178.73,1411.63,502.136,1076.19,216.2,0.8,882739.0,153361.0,17377200.0,211960.0,1159720.0,1.81,,,,18.28,3.29,,,,,,19741700.0,
Japan,2009,JPN,,,,,616965.0,63045.0,184951.0,13457.0,106413.0,11983800.0,12942.5,1457540.0,18643.0,2121210.0,2265.55,255138.0,0.31,0.08,0.41,0.02,81059.0,20988.0,109571.0,5142.0,694158.0,1.1,71945.0,0.11,369714.0,0.59,16970.0,0.03,2.37,0.29,0.43,0.05,29.17,29.64,30.3,11.68,12368500.0,9.7,3478530.0,2.7,3581200.0,2.8,,,,,,,29211.0,,13171.9,1173.63,1643.74,431.643,1126.51,229.1,0.82,878418.0,140457.0,15817700.0,216760.0,1152790.0,1.83,,,,18.8,3.13,,,,,,19597900.0,
Japan,2010,JPN,6227820.0,26699100.0,24224800.0,,614772.0,61830.0,188324.0,13002.0,108706.0,12010000.0,12821.2,1416520.0,18101.0,2020510.0,2257.55,249419.0,0.31,0.08,0.43,0.02,82351.0,20962.0,113582.0,5034.0,696973.0,1.11,70941.0,0.11,375160.0,0.6,16472.0,0.03,2.35,0.28,0.41,0.05,29.55,30.28,30.56,11.82,12235000.0,9.6,3505250.0,2.7,3629100.0,2.8,,,,,,57151800.0,30317.0,,12181.2,1153.95,1846.2,389.855,914.971,236.8,0.83,877928.0,142072.0,15696500.0,221929.0,1159550.0,1.84,10.9,46.7,42.4,19.14,3.07,,,,,,19534300.0,
Japan,2011,JPN,,,,,602252.0,62833.0,192265.0,12475.0,112966.0,12271800.0,12293.5,1335470.0,19192.5,2106480.0,2129.46,231328.0,0.29,0.08,0.44,0.02,78195.0,21195.0,117380.0,4750.0,679332.0,1.08,70682.0,0.11,380044.0,0.6,15397.0,0.02,2.38,0.26,0.42,0.04,29.99,30.89,30.85,11.51,12137600.0,9.5,3490540.0,2.7,3639470.0,2.8,,,,,,,34161.3,,13410.6,1132.64,2009.05,413.699,851.421,267.3,0.83,869825.0,146780.0,15945100.0,221520.0,1145460.0,1.82,,,,19.34,3.09,,,,,,19423100.0,
Japan,2012,JPN,,,,,581042.0,62752.0,195043.0,12295.0,112893.0,12170500.0,12700.6,1369190.0,19477.2,2121440.0,2063.76,222484.0,0.3,0.08,0.45,0.02,79913.0,21543.0,120644.0,4802.0,661991.0,1.06,70643.0,0.11,384397.0,0.61,15345.0,0.02,2.37,0.27,0.42,0.04,30.5,31.39,31.29,12.07,12003300.0,9.4,3501650.0,2.7,3618170.0,2.8,1186400.0,16783900.0,,,,,39731.9,,16242.6,1200.81,2583.1,285.425,970.27,311.6,0.85,851132.0,147336.0,15883600.0,226902.0,1132380.0,1.81,,,,20.04,3.09,2.12,30.06,,,,19276000.0,55837300.0
Japan,2013,JPN,,,,,583855.0,61486.0,207766.0,12416.0,118124.0,12692000.0,14233.2,1529300.0,20690.7,2246110.0,1979.68,212709.0,0.29,0.08,0.46,0.02,78915.0,21343.0,124322.0,4857.0,666004.0,1.05,69925.0,0.11,388831.0,0.62,15677.0,0.02,2.42,0.29,0.44,0.04,30.52,31.97,30.98,11.85,11879700.0,9.3,3468320.0,2.7,3616010.0,2.8,,,,,,,38987.4,,15241.6,1250.74,2513.2,107.35,931.565,306.3,0.85,865523.0,155242.0,16680100.0,229437.0,1140440.0,1.81,,,,20.12,3.18,,,,,,19120300.0,
Japan,2014,JPN,,,,,611027.0,61585.0,209101.0,13572.0,124279.0,13586400.0,13307.2,1454760.0,19898.1,2197760.0,2140.7,234024.0,0.31,0.08,0.47,0.02,83526.0,22040.0,127709.0,5000.0,708218.0,1.12,70454.0,0.11,393086.0,0.62,17259.0,0.03,2.56,0.27,0.43,0.04,31.28,32.49,28.97,11.79,11746400.0,9.2,3486230.0,2.7,3601880.0,2.8,,,,,,,39828.2,,15452.7,1303.4,2861.29,108.75,999.208,313.4,0.87,895285.0,159831.0,17472900.0,238275.0,1189020.0,1.87,,,,20.04,3.29,,,,,,18986800.0,
Japan,2015,JPN,,,,,592175.0,60299.0,208579.0,13952.0,122559.0,13685700.0,12333.4,1377230.0,18976.1,2140810.0,2080.0,232266.0,,,,,86016.0,22899.0,129827.0,5351.0,699639.0,,71278.0,,393601.0,,17338.0,,2.51,0.25,0.4,0.04,32.13,32.98,30.86,12.29,11712800.0,9.2,3479190.0,2.7,3548960.0,2.8,,,,,,,39993.8,,15545.9,1397.06,3098.98,75.5333,978.367,314.7,,875005.0,156144.0,17436100.0,244093.0,1181860.0,,,,,20.65,3.19,,,,,,18741000.0,
Japan,2016,JPN,,,,,586593.0,61615.0,210683.0,13449.0,118950.0,13318300.0,11401.7,1276600.0,,2083100.0,2085.95,233554.0,,,,,88328.0,23541.0,133047.0,5392.0,692609.0,,72077.0,,398821.0,,16895.0,,2.42,0.23,,0.04,32.66,33.36,31.91,12.75,11625900.0,9.2,3470010.0,2.7,3557200.0,2.8,,,,,,,,,,,,,,,,872340.0,151043.0,16911500.0,250308.0,1180400.0,,,,,21.21,3.08,,,,,,18653100.0,
Japan,2017,JPN,,,,,603407.0,62046.0,,13084.0,123514.0,13798900.0,12248.3,1368370.0,,,2160.08,241322.0,,,,,92998.0,24112.0,,5379.0,706816.0,,73020.0,,,,16531.0,,,,,,33.02,,32.54,13.16,,,,,,,,,,,,,,,,,,,,,,890749.0,156753.0,17512300.0,258396.0,1199240.0,,,,,21.55,,,,,,,,
Japan,2018,JPN,,,,,611500.0,62470.0,,12831.0,127497.0,14231600.0,12444.8,1389130.0,,,2032.61,226887.0,,,,,96881.0,24499.0,,5232.0,713299.0,,73265.0,,,,16075.0,,,,,,33.44,,32.55,13.58,,,,,,,,,,,,,,,,,,,,,,896901.0,160531.0,17919000.0,265672.0,1209430.0,,,,,21.97,,,,,,,,
Korea,2000,KOR,6866000.0,9830000.0,5440000.0,,,,,,16805.3,10254700.0,3021.74,1843880.0,2401.21,1561860.0,308.27,188106.0,,,,,,,,,115026.0,0.54,19151.0,0.09,100643.0,0.48,2412.0,0.01,1.59,0.29,0.24,0.03,,,,,6448190.0,13.7,2087680.0,4.4,3003500.0,6.4,,,,,,22134000.0,1938.69,,888.27,151.066,89.8332,6.125,125.176,41.2,,,22694.9,13848500.0,,237232.0,1.12,31.0,44.4,24.6,,2.15,,,,,,11539400.0,
Korea,2001,KOR,6668000.0,10035000.0,5769000.0,,,,,,19405.5,12273600.0,3148.35,1991270.0,2487.09,1676780.0,267.04,168898.0,0.18,0.03,0.25,0.0,16574.0,2839.0,22571.0,356.0,138317.0,0.64,19014.0,0.09,102501.0,0.48,1970.0,0.01,1.76,0.28,0.24,0.02,14.93,22.02,18.07,11.98,6488350.0,13.7,1926080.0,4.1,3129900.0,6.6,,,,,,22472000.0,2147.48,,874.377,169.591,139.31,17.2417,150.198,45.3,0.47,,25472.0,16110500.0,42340.0,261802.0,1.21,29.7,44.7,25.7,16.17,2.3,,,,,,11544300.0,
Korea,2002,KOR,6563000.0,10225000.0,6131000.0,,,,,,19905.9,12975400.0,3563.5,2322820.0,2586.4,1797100.0,352.56,229814.0,0.19,0.03,0.28,0.01,17807.0,2921.0,25919.0,662.0,147021.0,0.66,18620.0,0.08,111083.0,0.5,3082.0,0.01,1.68,0.3,0.24,0.03,15.69,23.33,21.48,12.11,6551860.0,13.8,1810070.0,3.8,3210140.0,6.7,,,,,,22921000.0,2564.88,,1079.59,180.076,142.108,32.8072,193.431,53.9,0.51,,26578.9,17325100.0,47309.0,279806.0,1.26,28.6,44.6,26.7,16.91,2.24,,,,,,11572100.0,
Korea,2003,KOR,6001600.0,10006700.0,6948300.0,,,,,,21528.8,14509700.0,3562.57,2401050.0,2690.17,1932660.0,334.3,225304.0,0.2,0.03,0.31,0.01,17894.0,3135.0,27926.0,661.0,153996.0,0.7,18937.0,0.09,121039.0,0.55,3088.0,0.01,1.76,0.29,0.24,0.03,16.55,23.07,21.41,11.62,6598670.0,13.8,1780330.0,3.7,3223430.0,6.7,,,,,,22956400.0,3334.8,,1507.59,172.393,159.226,51.3666,161.313,69.6,0.54,,28293.2,19068700.0,49616.0,297060.0,1.34,26.1,43.6,30.3,16.7,2.31,,,,,,11602400.0,
Korea,2004,KOR,5912300.0,10208800.0,7295900.0,,,,,,24521.5,17019800.0,3855.27,2675860.0,3017.16,2232260.0,370.87,257414.0,0.21,0.04,0.31,0.01,20068.0,3654.0,29124.0,661.0,166289.0,0.74,19431.0,0.09,123695.0,0.55,2899.0,0.01,1.9,0.3,0.25,0.03,18.81,23.55,22.8,12.07,6612430.0,13.8,1758330.0,3.7,3224880.0,6.7,,,,,,23416900.0,4177.22,,1920.69,207.524,144.517,58.5096,199.031,86.9,0.57,,31963.8,22185300.0,53507.0,312314.0,1.38,25.2,43.6,31.2,17.13,2.48,,,,,,11595600.0,
Korea,2005,KOR,5813200.0,10262800.0,7666800.0,,153400.0,16847.0,42157.0,2941.0,26473.5,18564200.0,4085.64,2865010.0,3208.46,2398280.0,467.57,327879.0,0.25,0.04,0.33,0.01,23781.0,3375.0,30983.0,890.0,187785.0,0.82,19271.0,0.08,125039.0,0.55,3333.0,0.01,1.98,0.3,0.26,0.03,17.51,24.78,26.7,12.66,6595640.0,13.7,1774790.0,3.7,3210180.0,6.7,,,,,,23742900.0,5162.85,,2375.13,215.16,160.383,92.6333,237.513,107.1,0.62,215345.0,34446.8,24155400.0,59029.0,335428.0,1.47,24.5,43.2,32.3,17.6,2.57,,,,,,11580600.0,
Korea,2006,KOR,5713800.0,10193700.0,8070700.0,,171643.0,19026.0,44150.0,2781.0,30170.0,21126800.0,4514.24,3161130.0,3646.47,2721870.0,479.71,335924.0,0.27,0.04,0.36,0.01,26074.0,3629.0,34729.0,951.0,209878.0,0.91,20816.0,0.09,132042.0,0.57,3058.0,0.01,2.13,0.32,0.28,0.03,17.43,26.3,31.1,12.42,6566150.0,13.6,1787520.0,3.7,3204040.0,6.6,,,,,,23978200.0,6372.38,,2932.55,293.074,215.262,82.9145,258.128,131.6,0.67,237599.0,39050.9,27345700.0,65383.0,365794.0,1.58,23.8,42.5,33.7,17.87,2.76,,,,,,11557700.0,
Korea,2007,KOR,5561400.0,10167300.0,8487400.0,,184607.0,20928.0,60656.0,3218.0,33282.3,23864900.0,5088.15,3648430.0,4362.12,3334120.0,633.06,453935.0,0.3,0.05,0.52,0.01,29245.0,5142.0,50873.0,1164.0,224125.0,0.96,24819.0,0.11,168547.0,0.72,4058.0,0.02,2.22,0.34,0.32,0.04,20.72,30.18,28.68,13.05,6454410.0,13.3,1854080.0,3.8,3208590.0,6.6,,,,,,24215700.0,7214.04,,3524.42,324.305,219.833,96.1603,270.765,148.2,0.88,269409.0,43653.3,31301400.0,86424.0,421549.0,1.8,23.0,42.0,35.0,20.5,2.92,,,,,,11517100.0,
Korea,2008,KOR,5364500.0,10037800.0,8944300.0,,208428.0,21768.0,60372.0,3872.0,35218.8,26000100.0,5634.36,4159540.0,4885.73,3844750.0,668.74,493697.0,0.32,0.05,0.54,0.02,31889.0,5366.0,53281.0,1705.0,238411.0,1.01,25031.0,0.11,167789.0,0.71,4997.0,0.02,2.28,0.36,0.35,0.04,21.44,31.75,34.12,13.38,6268120.0,12.8,1917920.0,3.9,3204310.0,6.5,,,,,,24346700.0,7153.04,,3353.26,329.75,294.56,111.835,319.293,145.8,0.93,294440.0,46729.8,34498100.0,92241.0,436228.0,1.85,22.0,41.2,36.7,21.15,3.02,,,,,,11390400.0,
Korea,2009,KOR,5175400.0,9922900.0,9296000.0,,212349.0,25785.0,66779.0,4149.0,36847.2,28165900.0,6459.72,4937780.0,5159.81,4204260.0,811.89,620603.0,0.35,0.08,0.58,0.02,34385.0,7809.0,56545.0,1798.0,255563.0,1.09,31136.0,0.13,174575.0,0.74,5550.0,0.02,2.37,0.42,0.37,0.05,25.08,32.39,32.4,13.45,6037950.0,12.2,1976920.0,4.0,3219220.0,6.5,,,,,,24394400.0,8697.03,,4039.56,403.103,429.382,179.276,398.707,176.4,1.03,309063.0,49618.9,37928500.0,100537.0,466824.0,1.99,21.2,40.7,38.1,21.54,3.2,,,,,,11234100.0,
Korea,2010,KOR,5089300.0,10037700.0,9621300.0,,230221.0,26939.0,73511.0,4557.0,41598.8,32803200.0,7048.37,5558070.0,5645.53,4745460.0,948.64,748064.0,0.38,0.09,0.62,0.02,38055.0,9045.0,61489.0,2195.0,272175.0,1.14,33360.0,0.14,188211.0,0.79,6378.0,0.03,2.4,0.41,0.38,0.05,27.11,32.67,34.42,13.98,6945430.0,14.0,1973750.0,4.0,3268060.0,6.6,,,,,,24748300.0,9478.01,,4516.7,476.469,555.696,180.732,479.351,191.3,1.12,335228.0,55613.7,43854800.0,110784.0,500124.0,2.1,20.6,40.6,38.9,22.15,3.21,,,,,,12187200.0,
Korea,2011,KOR,5029000.0,10042700.0,10027200.0,,254280.0,28246.0,73468.0,5380.0,47666.1,38183300.0,7304.6,5851400.0,5895.17,5033820.0,1026.04,821914.0,0.44,0.1,0.63,0.03,44418.0,10255.0,63418.0,2691.0,300984.0,1.24,35646.0,0.15,186690.0,0.77,7811.0,0.03,2.65,0.41,0.38,0.06,28.77,33.97,34.45,14.76,6812240.0,13.6,1955820.0,3.9,3354010.0,6.7,,,,,,25098800.0,10751.9,,5325.32,547.029,587.917,193.938,593.28,215.3,1.2,361374.0,62280.7,49890400.0,120782.0,531131.0,2.19,20.0,40.0,40.0,22.74,3.46,,,,,,12122100.0,
Korea,2012,KOR,4959500.0,10086100.0,10455000.0,,281523.0,32977.0,77099.0,4392.0,53400.1,43222900.0,7709.49,6240190.0,6116.06,5276930.0,877.27,710075.0,0.49,0.12,0.62,0.02,50223.0,12580.0,63904.0,2221.0,331820.0,1.34,39408.0,0.16,184281.0,0.75,7092.0,0.03,2.88,0.42,0.38,0.05,31.92,34.68,31.32,15.14,6762870.0,13.5,1932570.0,3.8,3356630.0,6.7,,,,,,25500600.0,11328.1,,5427.72,525.808,595.328,129.603,523.288,225.7,1.25,395990.0,68506.3,55450100.0,128928.0,562601.0,2.28,19.4,39.6,41.0,22.92,3.7,,,,,,12052100.0,
Korea,2013,KOR,4776700.0,10182700.0,10913900.0,,288758.0,34367.0,73196.0,5122.0,57036.1,46559900.0,7928.1,6471900.0,6298.05,5480320.0,966.3,788815.0,0.5,0.13,0.59,0.03,52598.0,13526.0,62060.0,2680.0,338267.0,1.34,41428.0,0.16,181284.0,0.72,8354.0,0.03,2.98,0.41,0.38,0.05,32.65,34.23,32.08,15.55,6624120.0,13.1,1903860.0,3.8,3342260.0,6.6,,,,,,25873300.0,12114.7,,5616.56,539.089,686.13,123.341,549.727,240.2,1.24,401444.0,72644.0,59300900.0,130864.0,569333.0,2.25,18.5,39.4,42.2,22.99,3.79,,,,,,11870200.0,
Korea,2014,KOR,4608000.0,10521200.0,11406600.0,,314019.0,35574.0,74861.0,6414.0,60707.5,49854500.0,8702.18,7146440.0,6587.9,5766960.0,1176.61,966260.0,0.54,0.13,0.6,0.03,58736.0,13731.0,65005.0,3221.0,366668.0,1.42,42582.0,0.16,187087.0,0.72,9267.0,0.04,3.06,0.44,0.39,0.06,32.25,34.75,34.76,16.02,6455790.0,12.7,1849920.0,3.6,3318310.0,6.5,,,,,,26535700.0,13166.0,,6029.38,606.252,900.166,54.9834,549.903,259.4,1.3,430868.0,77608.6,63734100.0,140693.0,605604.0,2.34,17.4,39.6,43.0,23.23,3.91,,,,,,11624000.0,
Korea,2015,KOR,4451800.0,10685500.0,11775300.0,,323652.0,38174.0,72745.0,7456.0,60812.3,51136400.0,9210.85,7745310.0,6692.56,5998870.0,1282.89,1078770.0,0.58,0.13,0.58,0.03,63475.0,13932.0,63359.0,3600.0,380616.0,1.45,43969.0,0.17,185113.0,0.71,10209.0,0.04,2.95,0.45,0.38,0.06,31.69,34.23,35.26,16.68,6301200.0,12.4,1798780.0,3.5,3268100.0,6.4,,,,,,26912500.0,14387.7,,6767.77,722.579,1029.14,35.1428,613.203,282.0,1.31,442027.0,78439.9,65959400.0,144366.0,619907.0,2.37,16.5,39.7,43.8,23.29,3.81,,,,,,11368100.0,
Korea,2016,KOR,4301900.0,10750300.0,12195000.0,,328948.0,38119.0,72482.0,7859.0,62916.7,53952500.0,9343.81,8012530.0,6947.45,6339890.0,1283.52,1100640.0,0.6,0.13,0.59,0.03,66891.0,14333.0,65624.0,3745.0,384016.0,1.45,44739.0,0.17,185737.0,0.7,10418.0,0.04,2.97,0.44,0.39,0.06,32.04,35.33,35.95,17.42,,,,,,,,,,,,27247300.0,,,,,,,,,1.35,447408.0,80937.3,69405500.0,150593.0,624910.0,2.37,15.8,39.5,44.8,24.1,3.82,,,,,,,
Korea,2017,KOR,,,,,355601.0,37578.0,,7985.0,71342.3,62563400.0,9612.57,8429720.0,,6682520.0,1269.75,1113500.0,0.64,0.13,,0.03,72856.0,14738.0,,3858.0,408767.0,1.53,45158.0,0.17,,,10658.0,0.04,3.26,0.44,,0.06,32.64,,36.2,17.82,,,,,,,,,,,,,,,,,,,,,1.4,471201.0,89844.9,78789200.0,158554.0,650243.0,2.43,,,,24.38,4.1,,,,,,,
Korea,2018,KOR,,,,,383321.0,38738.0,,7782.0,78242.3,68834400.0,9816.55,8636200.0,,,1372.72,1207670.0,0.7,0.14,,0.03,80655.0,16051.0,,3899.0,440226.0,1.63,47598.0,0.18,,,10788.0,0.04,3.62,0.45,,0.06,33.72,,36.14,18.32,,,,,,,,,,,,,,,,,,,,,1.48,501175.0,97445.6,85728700.0,170907.0,691060.0,2.56,,,,24.73,4.51,,,,,,,
Latvia,2000,LVA,155900.0,729800.0,212000.0,,,,,,51.2,12.023,28.11,6.602,41.81,11.241,0.0,0.0,0.16,0.18,0.58,0.0,748.0,821.0,2641.0,0.0,1791.0,0.19,1406.0,0.15,5030.0,0.54,2.0,0.0,0.18,0.1,0.16,0.0,58.39,52.5,0.0,41.76,356397.0,15.1,107595.0,4.5,91237.0,3.9,,,,,,1097600.0,15.3618,,1.2667,0.875,1.0,,3.8732,6.4,0.92,,127.18,29.866,4210.0,8229.0,0.88,14.2,66.5,19.3,51.16,0.44,,,18.2,16.8,65.0,555229.0,
Latvia,2001,LVA,211500.0,665000.0,207000.0,,,,,,45.56,10.942,26.9,6.46,46.04,12.664,0.06,0.014,0.22,0.18,0.59,0.0,1005.0,848.0,2733.0,1.0,1715.0,0.18,1557.0,0.17,5137.0,0.55,5.0,0.0,0.15,0.09,0.17,0.0,54.46,53.2,20.0,58.6,350386.0,15.0,109604.0,4.7,102783.0,4.4,,,,,,1083600.0,10.7618,,1.3333,0.3,,,2.8952,4.6,0.98,,125.23,30.08,4587.0,8414.0,0.9,19.5,61.4,19.1,54.52,0.4,,,17.8,20.8,61.4,562773.0,
Latvia,2002,LVA,180600.0,704100.0,218900.0,,,,,,55.63,14.044,25.82,6.517,47.65,13.773,0.0,0.0,0.28,0.18,0.59,0.0,1335.0,862.0,2808.0,3.0,2346.0,0.25,1580.0,0.17,5220.0,0.55,7.0,0.0,0.17,0.08,0.16,0.0,54.56,53.79,42.86,56.91,343497.0,14.9,108011.0,4.7,110500.0,4.8,,,47.9,82.2,69.4,1103600.0,11.9833,,2.5,1.9333,1.0,,2.7,5.2,1.06,,136.01,34.334,5008.0,9153.0,0.96,16.4,63.8,19.8,54.71,0.41,,,18.9,17.9,63.2,562008.0,
